Informasi nama, keahlian, jadwal, dan gaya bimbingan dosen

Nama Dosen Pembimbing	Keahlian	Jadwal Bimbingan	Gaya Bimbingan
Liliana S.T. M.Eng. Ph.D.	Computer Vision, Virtual Reality Game Development, Aritificial Intelligence.	Senin 16.00 - 18.00   Selasa 16.00 - 18.00	Liliana merupakan seorang dosen pembimbing yang tidak hanya fokus pada keperluan akademis mahasiswa bimbingan. Beliau cenderung juga membantu mahasiswa secara psikologis. Beliau siap mendengar keluh kesah mahasiswa bimbingan sekaligus memberikan solusi untuk itu.
Dr. Andi Wijaya S.Kom. M.T.	Data Science, Machine Learning, Big Data Analytics, Cloud Computing.	Jadwal Bimbingan: Rabu 14.00 - 16.00  Jumat 10.00 - 12.00	Dr. Andi sangat detail dan teliti dalam membimbing mahasiswa. Beliau selalu memastikan bahwa setiap mahasiswa memahami konsep dasar sebelum melanjutkan ke topik yang lebih kompleks. Beliau juga sangat terbuka untuk diskusi dan memberikan banyak referensi bacaan.
Prof. Budi Santoso S.T. M.Sc. Ph.D.	Network Security, Cybersecurity, Cryptography, Ethical Hacking.	Jadwal Bimbingan: Senin 09.00 - 11.00  Kamis 13.00 - 15.00	Prof. Budi dikenal sebagai dosen yang sangat disiplin dan tegas. Beliau menekankan pentingnya etika dalam penelitian dan selalu mendorong mahasiswa untuk berpikir kritis dan analitis. Beliau juga sering memberikan tantangan praktis untuk menguji pemahaman mahasiswa.
Ir. Citra Dewi M.T. Ph.D.	Software Engineering, Agile Development, Development Operational, Mobile Application Development.	Jadwal Bimbingan: Selasa 15.00 - 17.00  Jumat 14.00 - 16.00	Ir. Citra sangat mendukung dan selalu berusaha menciptakan lingkungan yang nyaman bagi mahasiswa. Beliau sering menggunakan pendekatan kolaboratif dalam bimbingan dan mendorong mahasiswa untuk bekerja dalam tim. Beliau juga sangat responsif terhadap pertanyaan dan masalah yang dihadapi mahasiswa.
Dr. Dedi Kurniawan S.T. M.Eng.	Artificial Intelligence, Natural Language Processing, Computer Vision, Robotics.	Jadwal Bimbingan: Rabu 10.00 - 12.00  Kamis 16.00 - 18.00	Dr. Dedi sangat inovatif dan selalu mendorong mahasiswa untuk berpikir out-of-the-box. Beliau sering memberikan proyek-proyek penelitian yang menantang dan relevan dengan perkembangan teknologi terkini. Beliau juga sangat mendukung pengembangan soft skills mahasiswa.
Prof. Eko Prasetyo S.Kom. M.Sc. Ph.D.	Web Development, Internet of Things, Cloud Computing, Blockchain Technology.	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	Prof. Eko sangat berorientasi pada hasil dan selalu mendorong mahasiswa untuk mencapai target penelitian mereka. Beliau sering memberikan feedback konstruktif dan membantu mahasiswa dalam merencanakan langkah-langkah penelitian mereka. Beliau juga sangat mendukung penggunaan teknologi terbaru dalam penelitian.
Ir. Resmana Lim M.Eng.	Electrical Engineering, Internet of Things, Computer Architecture, Computer Theory	Jadwal Bimbingan: Senin 13.00 - 15.00  Kamis 09.00 - 11.00	 



Informasi publikasi dosen

Nama Dosen	Judul Paper	Abstrak/Preview	Jenis	Tahun	Tag
	Pengenalan Dokumen Jawa Menggunakan Jaringan Syaraf Tiruan Feedforward Elman Type Algorithm	"Proses pelatihan merupakan bagian yang terpenting untuk dapat mengenali sesuatu, karena tanpa pelatihan, tidak mungkin data–data yang ada dapat mengenali sesuatu hal yang ingin dikenali. Proses pelatihan untuk mengenali huruf Jawa memiliki tingkat kesulitan sendiri untuk mengumpulkan data–data yang dapat digunakan untuk proses pelatihan pengenalan huruf Jawa, serta butuh waktu yang lama untuk melakukan proses pelatihan. Dalam skripsi ini dikembangkan aplikasi yang dapat melakukan proses pelatihan pengenalan huruf Jawa dengan data–data ekstraksi fitur yang ada.
Adapun proses yang dilakukan adalah sebagai berikut: gambar huruf Jawa yang sudah disegmentasi sebelumnya, akan di ekstraksi fiturnya, kemudian data–data hasil ekstraksi fitur dijadikan input untuk melakukan proses pelatihan dalam Elman Type. Hasil proses pelatihan berupa data-data bias dan weight yang nantinya bila sudah dirasa dapat menghasilkan output yang baik, digunakan untuk dapat mengenali huruf Jawa dari data–data ekstraksi fitur huruf Jawa lainnya. Input berupa 88 atribut dari data ekstraksi fitur, yaitu berdasar teori area-based ekstraksi fitur dari gambar sebuah huruf Jawa. Output berupa bias, weight, dan hasil pengenalan huruf Jawa disimpan dalam file. txt. Aplikasi ini dibuat dengan bahasa pemrograman C# dengan Microsoft Visual Studio 2010 sebagai IDE-nya."	Journal	2016	Huruf Jawa, Backpropagation, Pelatihan, Pengenalan, Elman Type.
Justinus Andjarwirawan, S.T.,M.Eng.	Utilization of the Agora video broadcasting library to support remote live streaming	In daily life, people utilize the video technology, especially live streaming to provide a real time transmission of an event or activity. Live streaming helps the robustness of a long-distance view by enabling the viewer to see what would normally be seen if on-site. It describes the real time situation in video mode to fulfill the particular information. In this case, a minimal capture-display delay is important. By using recent technological advances have certainly made it possible to produce remote live-streaming. In this research, we utilize the Agora. io in broadcasting live streaming video to help people view an event real time without being in the same place. We analyzed the limitations of mobile-based live streaming applications, such as delay, frames per second, and resolution. The paper describes experimentally the most relevant approaches for the researc	Journal	2022	
	Android based remote driving for real time vehicle monitoring	At this time, where internet connections are increasingly being used to support daily life, they are also widely used to monitor events. It is inseparable from every incident that occurs in transportation facilities, including motorbikes or cars. To be able to monitor every incident that occurs when using a vehicle, this study applies an Android-based DVR application that is equipped with GPS, speedo meter and Live Streaming. It is hoped that with this application, users can record videos and take photos accompanied by the location and description of each incident. In addition, the live streaming feature can help other users to join by entering the channel name. The tests carried out show that the live streaming feature can be implemented properly using each channel.	Journal	2022	
	Sistem Rekomendasi Pembelian Laptop dengan K-Nearest Neighbor (KNN)	Seiring perkembangan jaman, tentunya semakin banyak orang yang membutuhkan laptop untuk membantu pekerjaannya dibandingkan komputer desktop karena desain yang kecil dan memiliki baterai internal sehingga dapat dibawa kemana-mana. Namun pilihan spesifikasi laptop sangat beragam, seperti Model Laptop, Brand, Jenis Processor, Kecepatan Processor, Ukuran Layar, RAM, harga, dan lain-lain. Tidak semua orang mengetahui indikator dalam memilih produk laptop sesuai dengan selera dan kriteria laptop yang dibutuhkan.	Journal	2022	 K-Nearest Neighbor, Recommendation, Laptop
	Aplikasi Moblie Learning untuk Meningkatkan Interaksi Pembelajaran dalam Mendukung Penyerapan Materi Pembinaan UMKM oleh LPPM Universitas Kristen Petra dengan Menerapkan Model Learning Group	Pembelajaran synchronous yang diberikan oleh LPPM dalam event pembelajaran seringkali terbatas, dan membuat peserta UMKM harus memahami dan mengembangkan materi yang sudah disampaikan secara individual setelah mendapatkan pembelajaran. Hal ini membuat kurangnya interaksi dalam pembelajaran, dan membuat minat serta perhatian UMKM menjadi berkurang untuk meningkatkan pembelajaran dari materi yang didapatkan, terutama ketika menemukan kesulitan dalam pembelajaran. Hal tersebut dapat mempengaruhi tingkat penyerapan materi oleh UMKM menjadi tidak maksimal. Beberapa penelitian yang dilakukan sebelumnya dengan menggunakan mobile learning masih memiliki kelemahan, yaitu pembelajaran masih lebih terfokus pada individual learning, sehingga tidak ada interaksi dalam proses belajar melalui mobile learning.	Journal	2022	Collaborative Mobile Learning, Mobile Application, MSME, Flutter, Learning group
	Pengurangan Sampah Makanan dalam Bisnis Kuliner Menggunakan Konsep E-Marketplace pada Aplikasi Mobile	Sampah makanan (food waste) memiliki dampak negatif ke berbagai aspek. Beberapa penyumbang sampah makanan terbesar merupakan sampah makanan dari rumah tangga dan sampah makanan dari layanan makanan yang tidak habis terjual. Terdapat beberapa aplikasi mobile untuk membantu mengurangi sampah makanan rumah tangga menggunakan food sharing antar individu, namun hal tersebut tidak dapat bekerja secara efektif karena kurangnya rasa kepercayaan. Untuk mengatasi hal tersebut, akan dibuat sebuah aplikasi mobile menggunakan konsep e-marketplace yang berfokus untuk mengurangi sampah makanan pada tingkat bisnis kuliner (layanan makanan). Dengan adanya konsep emarketplace, pemberi makanan merupakan bisnis kuliner yang sudah biasa membuat makanan dan memiliki reputasi tersendiri secara bisnis sehingga hal ini diharapkan dapat meningkatkan kepercayaan konsumen dalam menerima makanan sisa (makanan yang tidak terjual). Aplikasi diujikan kepada dua bisnis kuliner di Surabaya dengan bisnis kuliner pertama merupakan bisnis kuliner yang masih kecil dan belum terlalu dikenal oleh masyarakat, sedangkan bisnis kuliner kedua merupakan bisnis kuliner yang sudah besar dan sudah terkenal dikalangan masyarakat. Hasil pengujian menunjukkan bahwa aplikasi yang dibuat dalam penelitian ini dapat mengurangi sampah makanan pada bisnis kuliner pertama sebanyak 5%, namun pada bisnis kuliner kedua, aplikasi yang dibuat dalam penelitian ini belum berhasil dalam mengurangi sampah makanan	Journal	2022	food waste, mobile application, e-marketplace, culinary businesses
	Pengawasan Jalur Kapal dengan Automatic Identification System (AIS) berbasis Android	Indonesia, which is known as an archipelagic country, has a vast ocean that spans the country, that’s why Indonesia is known as a maritime country. With the vast sea, it becomes a wheel for economic turnover for Indonesia and internationally. Because Indonesia has 4 strategic points out of 10 points on international ship journeys, this makes Indonesian marine traffic very crowded and not a few ships from other countries cross Indonesian. When someone uses a ship to travel or deliver goods, there needs to be information about when the ship will arrive at its destination and the position of the ship when that person checks the information from the ship. Information about the ship consists of several important parts, the first is the estimated time of arrival (ETA), ETA is the time that ship will arrive at the port of destination, the second is the position of the vessel, the position of the vessel is in the form of latitude and longitude coordinates so that we can know the vessel's position on the map, and thirdly a ship specification that tells the ship type, ship size, MMSI, IMO, Call Sign, ship destination, and other important information. This information is quite difficult to find and also when looking for ETA the ship needs to go to the port and sometimes it is also not given in general at the port for certain vessels such as cargo and vessels other than passenger vessels. Therefore we need an application that can display ETA information, vessel position, and vessel specifications with the Android platform	Journal	2022	Android, ETA, Havershine Method, Vessel Position
	Aplikasi Self Management untuk Mencatat Jadwal Kegiatan Dengan Speech to Text Menggunakan Google API Berbasis Android	"Self Management adalah kemampuan seseorang untuk mengendalikan diri terhadap suatu tindakan. Namun masih banyak orang yang meremehkan hal ini khususnya dalam hal mengatur jadwal kegiatan. Orang cenderung hanya mengandalkan ingatan dan asal mengatur jadwal kegiatan. Hal ini membuat orang banyak pikiran dan cenderung melupakan sesuatu. Dengan demikian, aplikasi untuk membuat jadwal dapat menjadi solusi sempurna untuk orang yang sibuk. Penelitian ini bertujuan untuk membuat aplikasi untuk penjadwalan menggunakan speech to text.
Aplikasi memiliki fitur kalender, daftar kegiatan, catatan, dan speech to text. Speech to text menggunakan Google Speech API. Fitur kalender terhubung langsung dengan Google Calendar menggunakan Google Calendar API. Fitur lainnya disimpan pada database local berupa SQLite. Aplikasi diuji dengan mengukur kecepatan pembuatan jadwal menggunakan stopwatch. Hasil yang didapatkan, jadwal dapat terbuat selama 10.426 detik menggunakan speech to text. Dengan menggunakan Google Speech API dalam pembuatan jadwal, akurasi yang didapat mencapai 96.45%."	Journal	2022	 suara ke text, manajemen diri, aplikasi android, Google API, Google Speech API
	Pengamatan IP Cycling Pada VPN Menggunakan GRC Fingerprints dan DNSLeakTest	"Semakin berkembangnya teknologi informasi pada era modern saat ini, maka kebutuhan akan informasi semakin meningkat pula. Dimana setiap individu membutuhkan informasi dalam waktu yang cepat dan akurat oleh sebab itu dibutuhkan suatu sarana yang dapat mendukung hal tersebut. Salah satunya adalah koneksi internet yang cepat.
Banyak orang paranoid pada ide pemerintahan mencuri data pribadi mereka dan menggunakannya untuk kewenangan sendiri. Tujuan dari penelitian ini adalah untuk menentukan kelayakan dan kestabilan dari layanan VPN tertentu. Data akan diambil bada basis setiap jam selama 30 (tiga-puluh) hari dari www. dnsleaktest. com dan www. grc. com/fingerprints. htm."	Journal	2022	 IP, VPN, GRC Fingerprints, DNSLeaktest, Keamanan VPN, Sertifikat
	Implementasi dan Analisa Snort dan Suricata Sebagai IDS dan IPS Untuk Mencegah Serangan DOS dan DDOS	DOS dan DDOS merupakan salah satu serangan yang paling banyak digunakan oleh hacker. DDOS adalah serangan dengan beberapa penyerang untuk menghabiskan resource dari target hingga target tidak bisa menghandle request. Untuk mencegah serangan diatas bisa menggunakan firewall, fungsi dari firewall adalah pertahanan pertama dari komputer yang memfilter paket yang masuk atau keluar dengan rules di jaringan tersebut. Firewall memfilter data berdasarkan IP Address, protokol, dan port, sehingga jika menggunakan firewall maka tidak bisa menganalisis serangan lebih lanjut. Di penelitian ini, untuk mencegah serangan ini menggunakan sebuah sistem yaitu Intrusion Detection System (IDS) dan Intrusion Prevention System (IPS). Fungsi IDS yaitu tindakan mendeteksi lalu lintas yang tidak diinginkan pada jaringan atau perangkat, sedangkan IPS bisa mendeteksi dan langsung memperbaiki masalah tersebut. Dengan menggunakan IDS dan IPS serangan lebih bisa dianalisis, IDS dan IPS merupakan tools yang lebih handal dibanding firewall. Pengujian dilakukan dalam beberapa skenario DOS dan DDOS menggunakan tool Hping3 dan Slowloris, hasil pengujian menunjukan dari 10 skenario serangan dan bukan serangan, snort dan suricata seimbang dalam mengeluarkan alert True Positive dengan masing-masing menang 3 skenario, untuk penggunaan CPU Suricata unggul di 7 skenario, dan dalam serangan HTTP Flood suricata menghilangkan serangan lebih cepat.	Journal	2022	IDS, IPS,DDOS,DOS
	Penerapan Metode Convolutional Neural Network Untuk Clothing Image Recognition	Objek recognition adalah suatu perkembangan dunia AI (Artificial Intelligence) yang digunakan untuk mengenali objek dalam citra digital. Berbagai macam pengenalan objek dapat dilakukan, salah satunya Clothing Image Recognition. Era industri global, kreativitas fashion akan terus diekspresikan dan berkembang dengan menciptakan berbagai macam banyak model dan jenis pakaian. Perkembangan ini, membuat orang kesulitan dalam mengenali variasi fashion yang baru, hal ini dikarenakan pakaian memiliki banyak jenis dan varian, misalnya untuk pakaian atas terdapat varian mulai dari sweatshirts, kurtas, waistcoat dan sebagainya. Hal ini membuat pengguna menjadi kesulitan untuk membedakan kategori dari jenis pakaian. Bahkan, seringkali pengguna tidak mengetahui atau lupa dengan nama suatu jenis pakaian yang ingin dicari dan lebih mengingat bentuknya.	Journal	2022	Convolutional Neural Network, VGG16, clothing image recognition, machine learning, artificial intelligence.
	Implementasi internet of things Untuk pembuatan keyless smart door Dengan NFC tag Dan QR code	"Seiring dengan adanya pandemi seperti saat ini, kebanyakan orang akan menghabiskan waktu mereka berada di rumah. Semua orang ingin mendapatkan rasa nyaman dan aman karena mereka menghabiskan sebagian besar waktunya berada di rumah. Banyak kasus pembobolan pintu rumah karena kurangnya keamanan pada rumah.
Pada penelitian kali ini, akan dilakukan uji coba untuk membantu menyelesaikan permasalahan tersebut dengan mengimplementasikan bantuan dari teknologi Internet of Things (IoT) pada pintu rumah sebagai kunci pintu. Terdapat dua cara yang dapat digunakan untuk membuka kunci pintu, yang pertama melalui scan QR Code dan yang kedua melalui tempelan dari NFC Tag berupa Sticker yang dapat ditempelkan pada"	Journal	2022	Smart Door Lock, QR Code, NFC Tag Sticker
	Pencarian Rute Terpendek di dalam Mall menggunakan Lifelong Planning A* pada Android	Dari zaman dulu hingga sekarang, tentu orang masih suka melakukan berpergian, terkadang dalam berpergian kadang kita mendatangi toko pusat perbelanjaan atau yang lebih kita kenal dengan sebutan mall. Tentu di mall kita bisa menikmati banyak sekali fasilitas-fasilitas yang bisa kita manfaatkan di dalam mall, yaitu seperti stan makanan dan minuman, toko bangunan, toko baju, dan masih banyak lagi yang bisa kita nikmati tentunya. Selain kita tentu ada subjek-subjek lain yaitu antara lain turis dan pengemudi ojek daring. Dimana tentunya untuk subjek-subjek seperti mereka pun kita tidak bisa menjamin mereka mengerti letak-letak toko maupun fasilitas yang mereka ingin kunjungi. Aplikasi yang dibuat akan membantu semua kalangan yang mendatangi suatu mall tertentu. Untuk melakukannya, diperlukan sebuah server yang dapat menyimpan data peta dan toko-toko yang dimiliki oleh mall. Setelah proses pengambilan data, dilakukan penerimaan masukkan dari pengguna tentang toko/fasilitas yang ingin dikunjungi, kemudian setelah mendapatkan masukkan dari pengguna, maka akan dilakukan proses kalkulasi data yang kemudian akan ditunjukkan rute yang telah dikalkulasi oleh aplikasi dan kemudian hasilnya akan ditampilkan pada apliaksi yang telah dibuat. Berdasarkan hasil pengujian yang sudah dilakukan, program yang dibuat berhasil untuk menyimpan, mengkalkulasi dan menampilkan rute mana yang harus dilalui oleh pengguna.	Journal	2021	 Android, rute terpendek, Lifelong Planning A*
	Implementasi Algoritma AES, ElGamal, dan SHA3 untuk Keamanan File Digital	"Di era yang serba modern ini, perkembangan teknologi di dunia berkembang dengan sangat cepat. Kemajuan teknologi yang sangat pesat ini membuat pekerjan dan pertukaran data maupun informasi menjadi sangat cepat, akurat, dan efisien. Tetapi dengan adanya kemudahan tersebut juga muncul celah keamanan baru seperti munculnya tindak kejahatan di dunia maya (cyber-crime). Tindakan-tindakan tersebut dapat berupa pencurian data, pembobolan kata sandi (password) seseorang, hingga penyebarluasan perangkat lunak (software) ataupun data seseorang tanpa ijin. Oleh karena itu, penelitian ini bertujuan untuk mengatasi masalah keamanan tersebut dengan cara mengimplementasikan algoritma AES, algoritma ElGamal, dan fungsi hash SHA3 agar dapat digunakan secara bersamaan menjadi suatu sistem enkripsi yang aman.
Pengujian dalam penelitian ini terbagi menjadi tiga tahap, yaitu pengujian kemampuan sistem dalam melakukan proses enkripsi dan dekripsi, pengujian kecepatan sistem, dan pengujian web platform. Dari hasil pengujian dapat dibuktikan bahwa program dapat melakukan enkripsi dan dekripsi terhadap semua jenis file dengan baik dan dapat mendeteksi keaslian file tersebut. Pada pengujian web, dapat diketahui bahwa web mampu mengirimkan file yang terenkripsi kepada penerima dengan baik tanpa ada satupun yang hilang."	Journal	2021	AES algorithm, ElGamal algorithm, SHA3 algorithm, encryption, security, file.
